Episode,Epsilon,Q Value Loss,E[R]
0,1,0,0.255145
1,1,0,0.700785
2,1,0,1.02069
3,1,0,1.27904
4,1,0,1.5627
5,1,0,1.59585
6,1,0,1.82059
7,1,0,2.11796
8,1,0,2.23098
9,1,0,2.23077
10,1,0,2.30303
11,1,0,2.34526
12,1,0,2.46312
13,1,0,2.44718
14,1,0,2.70235
15,1,0,2.67901
16,1,0,2.7912
17,1,0,2.78803
18,1,0,2.96578
19,1,0,2.96033
20,1,0,2.84236
21,1,0,2.74324
22,1,0,2.88213
23,1,0,2.88747
24,1,0,2.93772
25,1,0,2.89034
26,1,0,2.94541
27,1,0,2.98696
28,1,0,3.14609
29,1,0,3.02969
30,1,0,3.02563
31,1,0.00209658,3.04441
32,0.947432,0.169864,3.06282
33,0.897179,0.0641968,3.32687
34,0.849591,0.033088,3.30536
35,0.804528,0.0268966,3.45816
36,0.761854,0.0269715,3.61246
37,0.721444,0.0266623,3.61771
38,0.683178,0.026673,3.76274
39,0.646941,0.0266628,3.74192
40,0.612626,0.0269329,3.89703
41,0.580132,0.057822,4.10901
42,0.549361,0.0275036,4.23266
43,0.520222,0.0271705,4.52131
44,0.492628,0.0274127,4.63277
45,0.466499,0.0282807,4.75044
46,0.441755,0.0281269,4.9503
47,0.418324,0.0280484,5.16268
48,0.396135,0.0279719,5.26368
49,0.375124,0.0284183,5.46655
50,0.355226,0.0293507,5.65697
51,0.336385,0.0447729,5.80249
52,0.318542,0.0300825,5.97524
53,0.301646,0.0301582,6.04604
54,0.285647,0.0307131,6.12516
55,0.270495,0.0312902,6.24053
56,0.256148,0.0314733,6.24639
57,0.242562,0.0312617,6.54494
58,0.229696,0.0321332,6.43076
59,0.217512,0.0326361,6.60885
60,0.205975,0.0324662,6.77961
61,0.19505,0.0442178,6.77564
62,0.184704,0.033521,6.93004
63,0.174907,0.0330918,7.21094
64,0.16563,0.0331415,7.42
65,0.156845,0.033303,7.35126
66,0.148525,0.0336125,7.44883
67,0.140647,0.0345134,7.45249
68,0.133187,0.0344867,7.46804
69,0.126123,0.0345701,7.62764
70,0.119433,0.0356272,7.64372
71,0.113098,0.0443303,7.82649
72,0.107099,0.035665,7.98346
73,0.101418,0.036141,7.93508
74,0.0960391,0.0356259,8.02371
75,0.090945,0.0358581,8.13703
76,0.0861212,0.036361,8.27938
77,0.0815532,0.0365328,8.3716
78,0.0772275,0.0370663,8.28316
79,0.0731312,0.0368485,8.21266
80,0.0692522,0.0377369,8.20952
81,0.065579,0.0444826,8.34427
82,0.0621006,0.0381876,8.47884
83,0.0588067,0.0389124,8.61236
84,0.0556875,0.0389184,8.5842
85,0.0527337,0.0392778,8.65641
86,0.0499367,0.0389984,8.78774
87,0.0472879,0.0386183,8.80237
88,0.0447797,0.039131,8.85947
89,0.0424045,0.0392387,8.89957
90,0.0401553,0.0387628,8.92763
