Episode,Epsilon,Q Value Loss,E[R]
0,1,0,0.255145
1,1,0,0.700785
2,1,0,1.02069
3,1,0,1.27904
4,1,0,1.5627
5,1,0,1.59585
6,1,0,1.82059
7,1,0,2.11796
8,1,0,2.23098
9,1,0,2.23077
10,1,0,2.30303
11,1,0,2.34526
12,1,0,2.46312
13,1,0,2.44718
14,1,0,2.70235
15,1,0,2.67901
16,1,0,2.7912
17,1,0,2.78803
18,1,0,2.96578
19,1,0,2.96033
20,1,0,2.84236
21,1,0,2.74324
22,1,0,2.88213
23,1,0,2.88747
24,1,0,2.93772
25,1,0,2.89034
26,1,0,2.94541
27,1,0,2.98696
28,1,0,3.14609
29,1,0,3.02969
30,1,0,3.02563
31,1,0.449014,3.04441
32,0.947432,0.116807,3.06282
33,0.897179,0.0610555,3.32687
34,0.849591,0.0558741,3.30536
35,0.804528,0.0512009,3.45816
36,0.761854,0.0532648,3.61246
37,0.721444,0.0433044,3.61771
38,0.683178,0.0573485,3.76274
39,0.646941,0.0510072,3.74192
40,0.612626,0.0538684,3.89703
41,0.580132,0.0594997,4.10901
42,0.549361,0.0567272,4.23266
43,0.520222,0.0567683,4.61131
44,0.492628,0.0549725,4.71377
45,0.466499,0.0600193,4.82334
46,0.441755,0.0512233,4.98453
47,0.418324,0.0534384,5.19348
48,0.396135,0.0663399,5.3004
49,0.375124,0.052823,5.4096
50,0.355226,0.055965,5.60572
51,0.336385,0.0666312,5.75636
52,0.318542,0.05976,5.93373
53,0.301646,0.0604522,6.09868
54,0.285647,0.0643882,6.17253
55,0.270495,0.0662739,6.28316
56,0.256148,0.0645118,6.28476
57,0.242562,0.0711517,6.57947
58,0.229696,0.0587125,6.46185
59,0.217512,0.0601743,6.58368
60,0.205975,0.064776,6.75695
61,0.19505,0.0633312,6.75525
62,0.184704,0.0658202,6.91169
63,0.174907,0.0740991,7.19443
64,0.16563,0.057368,7.40513
65,0.156845,0.0630534,7.33788
66,0.148525,0.0761245,7.43679
67,0.140647,0.0688733,7.44165
68,0.133187,0.0728236,7.45829
69,0.126123,0.0715019,7.61886
70,0.119433,0.0710869,7.72582
71,0.113098,0.0697193,7.81038
72,0.107099,0.0637209,7.96897
73,0.101418,0.0718262,7.92203
74,0.0960391,0.0722331,8.01197
75,0.090945,0.0709314,8.12646
76,0.0861212,0.0691927,8.26987
77,0.0815532,0.0694513,8.31521
78,0.0772275,0.070135,8.23241
79,0.0731312,0.0619845,8.16699
80,0.0692522,0.0745959,8.16841
81,0.065579,0.0787407,8.30951
82,0.0621006,0.0757664,8.44756
83,0.0588067,0.0668981,8.58421
84,0.0556875,0.0812467,8.55886
85,0.0527337,0.0812747,8.63361
86,0.0499367,0.0787154,8.76721
87,0.0472879,0.0724259,8.78389
88,0.0447797,0.0733526,8.84285
89,0.0424045,0.0756662,8.88461
90,0.0401553,0.0783572,8.91417
