Episode,Epsilon,Q Value Loss,E[R]
0,1,0,0.255145
1,1,0,0.700785
2,1,0,1.02069
3,1,0,1.27904
4,1,0,1.5627
5,1,0,1.59585
6,1,0,1.82059
7,1,0,2.11796
8,1,0,2.23098
9,1,0,2.23077
10,1,0,2.30303
11,1,0,2.34526
12,1,0,2.46312
13,1,0,2.44718
14,1,0,2.70235
15,1,0,2.67901
16,1,0,2.7912
17,1,0,2.78803
18,1,0,2.96578
19,1,0,2.96033
20,1,0,2.84236
21,1,0,2.74324
22,1,0,2.88213
23,1,0,2.88747
24,1,0,2.93772
25,1,0,2.89034
26,1,0,2.94541
27,1,0,2.98696
28,1,0,3.14609
29,1,0,3.02969
30,1,0,3.02563
31,1,0.182334,3.04441
32,0.973361,0.0254838,3.06014
33,0.947195,0.0242021,3.2831
34,0.921733,0.0224946,3.32917
35,0.896955,0.0243249,3.43589
36,0.872843,0.0220721,3.62813
37,0.849379,0.0219152,3.67005
38,0.826546,0.0227785,3.66146
39,0.804326,0.0244601,3.81111
40,0.782705,0.0228623,3.99583
41,0.761664,0.0255454,4.10025
42,0.741189,0.0269994,4.26767
43,0.721264,0.0254688,4.22404
44,0.701875,0.0205331,4.10425
45,0.683007,0.0238782,4.22415
46,0.664646,0.0252031,4.18158
47,0.646779,0.0261248,4.46044
48,0.629393,0.0247628,4.61116
49,0.612473,0.028102,4.8835
50,0.596009,0.0215901,4.90686
51,0.579987,0.0247477,4.89433
52,0.564396,0.0257348,4.71473
53,0.549223,0.0247642,4.77253
54,0.534459,0.0276596,4.92118
55,0.520092,0.0257617,5.17372
56,0.506111,0.0232741,5.14368
57,0.492505,0.0264872,5.30609
58,0.479266,0.0254896,5.29121
59,0.466382,0.0283659,5.34213
60,0.453845,0.0288383,5.28398
61,0.441645,0.0267203,5.19451
62,0.429772,0.0307751,5.38852
63,0.418219,0.0308703,5.54609
64,0.406976,0.0234846,5.68944
65,0.396036,0.0234406,5.65799
66,0.38539,0.028322,5.70879
67,0.37503,0.0244902,5.79211
68,0.364948,0.0281197,5.90745
69,0.355138,0.0301141,5.92235
70,0.345591,0.0270033,6.30564
71,0.336301,0.0267825,6.52067
72,0.32726,0.028548,6.49141
73,0.318463,0.0320162,6.49365
74,0.309902,0.0302803,6.48113
75,0.301571,0.0313429,6.58768
76,0.293464,0.0290164,6.68372
77,0.285575,0.0324469,6.80753
78,0.277898,0.029596,6.77073
79,0.270428,0.029377,6.72158
80,0.263158,0.0314999,6.54238
81,0.256084,0.0275433,6.51041
82,0.2492,0.0288102,6.67664
83,0.242501,0.034261,6.66574
84,0.235982,0.0293753,6.69127
85,0.229638,0.0316551,6.65667
86,0.223465,0.0343026,6.66522
87,0.217458,0.0350579,6.69846
88,0.211612,0.0296745,6.77993
89,0.205924,0.0348758,6.89106
90,0.200388,0.0321229,6.99068
91,0.195001,0.0391466,7.03183
