Episode,Epsilon,Q Value Loss,E[R]
0,1,0,0.255145
1,1,0,0.700785
2,1,0,1.02069
3,1,0,1.27904
4,1,0,1.5627
5,1,0,1.59585
6,1,0,1.82059
7,1,0,2.11796
8,1,0,2.23098
9,1,0,2.23077
10,1,0,2.30303
11,1,0,2.34526
12,1,0,2.46312
13,1,0,2.44718
14,1,0,2.70235
15,1,0,2.67901
16,1,0,2.7912
17,1,0,2.78803
18,1,0,2.96578
19,1,0,2.96033
20,1,0,2.84236
21,1,0,2.74324
22,1,0,2.88213
23,1,0,2.88747
24,1,0,2.93772
25,1,0,2.89034
26,1,0,2.94541
27,1,0,2.98696
28,1,0,3.14609
29,1,0,3.02969
30,1,0,3.02563
31,1,0.370116,3.04441
32,0.973361,0.0522591,3.06014
33,0.947195,0.0588844,3.2831
34,0.921733,0.0483006,3.32917
35,0.896955,0.0523167,3.43589
36,0.872843,0.0433485,3.62813
37,0.849379,0.0465364,3.67005
38,0.826546,0.0491666,3.66146
39,0.804326,0.0479024,3.81111
40,0.782705,0.048503,3.99583
41,0.761664,0.0509114,4.10025
42,0.741189,0.0500599,4.26767
43,0.721264,0.045191,4.22404
44,0.701875,0.0515552,4.10425
45,0.683007,0.044771,4.22415
46,0.664646,0.0533002,4.18158
47,0.646779,0.0434597,4.46044
48,0.629393,0.0433591,4.62211
49,0.612473,0.048515,4.89335
50,0.596009,0.0507953,4.91573
51,0.579987,0.0595081,4.90255
52,0.564396,0.0470595,4.72213
53,0.549223,0.0466214,4.87919
54,0.534459,0.0496883,5.11717
55,0.520092,0.0466248,5.27721
56,0.506111,0.0495427,5.33682
57,0.492505,0.048401,5.4799
58,0.479266,0.0522168,5.50883
59,0.466382,0.0495134,5.53799
60,0.453845,0.0463318,5.56015
61,0.441645,0.0501275,5.44306
62,0.429772,0.0574046,5.71203
63,0.418219,0.0519356,5.83725
64,0.406976,0.0548236,6.05148
65,0.396036,0.0507575,5.97578
66,0.38539,0.0528958,5.9292
67,0.37503,0.0496634,5.99047
68,0.364948,0.0506161,6.17382
69,0.355138,0.049841,6.1621
70,0.345591,0.0500308,6.52142
71,0.336301,0.0533649,6.71488
72,0.32726,0.0590384,6.79767
73,0.318463,0.0513313,6.869
74,0.309902,0.0548459,6.91895
75,0.301571,0.0537567,7.08172
76,0.293464,0.0542788,7.07521
77,0.285575,0.0575529,7.15987
78,0.277898,0.0467923,7.18784
79,0.270428,0.0492092,7.19679
80,0.263158,0.0586741,7.03519
81,0.256084,0.0553889,7.05394
82,0.2492,0.0597098,7.26689
83,0.242501,0.0657101,7.29697
84,0.235982,0.0659599,7.35938
85,0.229638,0.0577415,7.37092
86,0.223465,0.0587646,7.40805
87,0.217458,0.0722637,7.53756
88,0.211612,0.0584137,7.69978
89,0.205924,0.0642488,7.81885
90,0.200388,0.0700303,7.92575
91,0.195001,0.0730671,7.97336
